DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,KY,328,30594.97256,9633.69817
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,LA,333,35661.69369,9116.990991
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MA,386,31317.09067,12341.20207
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MD,467,14931.47109,14040.80514
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,ME,74,22832.12162,10362.04054
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MI,595,27978.42689,10944.81176
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MN,139,28655.24461,10721.66187
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MO,507,31933.15187,9334.076923
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MS,351,32083.0114,9221.48433
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MT,79,23196.48101,9284.113924
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NC,676,29817.3284,10162.09615
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,ND,42,24129.09524,9787.214286
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NE,142,29451.83803,9704.605634
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NH,110,28117.52727,10634.04546
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NJ,829,55693.5199,11054.83715
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NM,159,35102.79874,10144.89937
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NV,216,63755.43518,10357.74537
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NY,1135,37195.81586,13945.1022
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OH,504,29506.69444,9188.517857
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OK,324,33350.41358,9079.660494
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OR,136,29674.5,10450.91912
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,PA,868,46671.5265,9879.736175
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,RI,57,25904.07018,10991
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,SC,316,37401.37658,9854.810127
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,SD,118,30102.12712,10377.07627
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,TN,733,32947.67804,9125.008185
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,TX,1691,44528.86339,9898.667061
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,UT,99,27931.70707,9987.353535
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,VA,537,37395.10615,9594.810056
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,VT,65,23308.41538,13445.33846
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WA,319,36430.22884,10543.24451
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WI,203,32346.83251,10395.93103
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WV,201,24594.65174,9283.154229
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,WY,31,33387.06452,12519.25806
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AK,84,28921.63095,8858.809524
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AL,806,24855.70844,5651.677419
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AR,763,15984.33683,5530.59502
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AZ,753,30496.27357,7110.207171
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CA,2930,57528.87816,8621.450512
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CO,512,35843.50586,6951.013672
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CT,325,26142.57231,8274.323077
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DC,126,27664.93651,7759.904762
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DE,91,16458.98901,7666.989011
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,FL,2429,41054.11527,6295.088926
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,GA,722,28193.39751,6633.677285
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,HI,14,22420.5,8022.642857
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IA,390,18753.47949,5923.297436
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ID,128,18025.64062,6511.539063
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IL,1227,31210.40831,7408.525672
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IN,641,25753.34009,6600.457098
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,KS,475,25553.5179,6008.143158
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,KY,424,22070.03538,6362.691038
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,LA,388,25624.76804,6319.533505
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MA,972,22809.46913,8140.786008
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MD,727,10728.01376,10168.663
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ME,211,12774.54976,6537.336493
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MI,1670,18018.69162,7117.330539
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MN,1087,22652.49218,7381.716651
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MO,778,25749.73008,6221.508997
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MS,272,35370.23529,6470.547794
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MT,130,18648.55385,6537.184615
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NC,837,22983.20311,6762.940263
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ND,181,13841.0442,6913.961326
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NE,320,24689.375,6698.43125
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NH,108,25476.05556,7285.212963
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NJ,482,38140.82573,7334.26971
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NM,102,21168.7451,7532.960784
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NV,285,35748.67368,7002.578947
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NY,1288,26628.87811,9362.697204
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OH,1242,25576.87279,6463.222222
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OK,871,22914.04593,5891.205511
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OR,861,19693.78629,7256.437863
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,PA,1524,29506.60761,6876.702756
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,RI,43,22706.25581,8556.232558
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,SC,677,32682.95421,6907.528804
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,SD,116,26308.16379,6550.189655
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,TN,934,23017.71734,6260.031049
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,TX,2235,31686.98523,6678.716331
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,UT,196,16245.05612,6852.760204
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VA,901,26396.85461,6948.320755
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VT,39,17338.69231,9324.923077
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WA,1497,28115.41282,7348.539746
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WI,489,22762.9591,6704.370143
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WV,209,19028.21531,6925.08134
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WY,67,40991.86567,7253.865672
536 - FRACTURES OF HIP & PELVIS W/O MCC,AL,334,16733.10479,3992.146707
536 - FRACTURES OF HIP & PELVIS W/O MCC,AR,268,10806.13433,3956.130597
536 - FRACTURES OF HIP & PELVIS W/O MCC,AZ,427,19913.12178,4806.142857
536 - FRACTURES OF HIP & PELVIS W/O MCC,CA,1449,33349.90959,5630.836439
536 - FRACTURES OF HIP & PELVIS W/O MCC,CO,354,20047.04802,4535.765537
536 - FRACTURES OF HIP & PELVIS W/O MCC,CT,300,18180.41,5643.39
536 - FRACTURES OF HIP & PELVIS W/O MCC,DC,42,16926.88095,5052.5
536 - FRACTURES OF HIP & PELVIS W/O MCC,DE,110,10454.35454,5146.536363
536 - FRACTURES OF HIP & PELVIS W/O MCC,FL,2302,21110.43484,4241.089053
536 - FRACTURES OF HIP & PELVIS W/O MCC,GA,522,14840.72414,4337.52682
536 - FRACTURES OF HIP & PELVIS W/O MCC,HI,33,17053.09091,6934.363637
536 - FRACTURES OF HIP & PELVIS W/O MCC,IA,227,11459.61674,4416.964758
536 - FRACTURES OF HIP & PELVIS W/O MCC,ID,84,11320.15476,4442.52381
536 - FRACTURES OF HIP & PELVIS W/O MCC,IL,1223,16522.00818,4548.235486
536 - FRACTURES OF HIP & PELVIS W/O MCC,IN,446,12755.93274,4222.461883
536 - FRACTURES OF HIP & PELVIS W/O MCC,KS,180,16407.05556,4271.205556
536 - FRACTURES OF HIP & PELVIS W/O MCC,KY,348,11654.70977,4312.33046
536 - FRACTURES OF HIP & PELVIS W/O MCC,LA,196,15659.19388,4246.520408
536 - FRACTURES OF HIP & PELVIS W/O MCC,MA,815,10973.0638,5256.23681
536 - FRACTURES OF HIP & PELVIS W/O MCC,MD,566,6638.323322,6245.328622
536 - FRACTURES OF HIP & PELVIS W/O MCC,ME,116,10406.68966,4810.017241
536 - FRACTURES OF HIP & PELVIS W/O MCC,MI,740,12275.52297,5033.431081
536 - FRACTURES OF HIP & PELVIS W/O MCC,MN,332,14389.10542,5106.563253
536 - FRACTURES OF HIP & PELVIS W/O MCC,MO,481,13410.11227,4147.22869
536 - FRACTURES OF HIP & PELVIS W/O MCC,MS,160,15116.2875,4390.275
536 - FRACTURES OF HIP & PELVIS W/O MCC,MT,55,10571.23636,4724.854546
536 - FRACTURES OF HIP & PELVIS W/O MCC,NC,763,12703.17038,4920.584535
536 - FRACTURES OF HIP & PELVIS W/O MCC,ND,49,9880.142857,4897.387755
536 - FRACTURES OF HIP & PELVIS W/O MCC,NE,128,13065.65625,4446.265625
536 - FRACTURES OF HIP & PELVIS W/O MCC,NH,84,13599.44048,4663.47619
536 - FRACTURES OF HIP & PELVIS W/O MCC,NJ,1021,30989.27424,5087.165524
536 - FRACTURES OF HIP & PELVIS W/O MCC,NM,91,14360.38462,5002.637363
536 - FRACTURES OF HIP & PELVIS W/O MCC,NV,160,25688.6375,4761.45
536 - FRACTURES OF HIP & PELVIS W/O MCC,NY,1928,19844.63849,5974.403008
536 - FRACTURES OF HIP & PELVIS W/O MCC,OH,783,12774.1622,4371.261814
536 - FRACTURES OF HIP & PELVIS W/O MCC,OK,237,13617.29114,4089.468354
536 - FRACTURES OF HIP & PELVIS W/O MCC,OR,126,13380.11111,4856.206349
536 - FRACTURES OF HIP & PELVIS W/O MCC,PA,1132,21079.26325,4696.842756
536 - FRACTURES OF HIP & PELVIS W/O MCC,RI,85,19702.08235,5333.964706
536 - FRACTURES OF HIP & PELVIS W/O MCC,SC,396,16039.50758,4364.280303
536 - FRACTURES OF HIP & PELVIS W/O MCC,SD,59,15282.05085,5073.559322
536 - FRACTURES OF HIP & PELVIS W/O MCC,TN,617,13268.04052,4147.748784
536 - FRACTURES OF HIP & PELVIS W/O MCC,TX,1283,19688.62822,4633.106002
536 - FRACTURES OF HIP & PELVIS W/O MCC,UT,84,12098.90476,4328.940476
536 - FRACTURES OF HIP & PELVIS W/O MCC,VA,662,12894.78399,4245.13142
536 - FRACTURES OF HIP & PELVIS W/O MCC,VT,46,11463.43478,6099.543478
536 - FRACTURES OF HIP & PELVIS W/O MCC,WA,412,15948.03155,5007.048544
536 - FRACTURES OF HIP & PELVIS W/O MCC,WI,309,13731.24595,4958.996764
536 - FRACTURES OF HIP & PELVIS W/O MCC,WV,136,10394.27941,4133.889706
536 - FRACTURES OF HIP & PELVIS W/O MCC,WY,27,10184.62963,6043.481481
552 - MEDICAL BACK PROBLEMS W/O MCC,AK,20,34458.9,7134.4
552 - MEDICAL BACK PROBLEMS W/O MCC,AL,892,22239.96188,4762.654708
552 - MEDICAL BACK PROBLEMS W/O MCC,AR,622,15160.39711,4854.517685
552 - MEDICAL BACK PROBLEMS W/O MCC,AZ,919,25680.77584,5721.921654
552 - MEDICAL BACK PROBLEMS W/O MCC,CA,4346,42156.24758,6908.23792
552 - MEDICAL BACK PROBLEMS W/O MCC,CO,817,26092.68421,5278.834761
552 - MEDICAL BACK PROBLEMS W/O MCC,CT,799,20180.0751,6693.334168
552 - MEDICAL BACK PROBLEMS W/O MCC,DC,151,21194.43046,7280.86755
552 - MEDICAL BACK PROBLEMS W/O MCC,DE,272,13422.78677,6275.683824
552 - MEDICAL BACK PROBLEMS W/O MCC,FL,5132,27133.79423,5110.00721
552 - MEDICAL BACK PROBLEMS W/O MCC,GA,980,21420.24592,5280.984694
552 - MEDICAL BACK PROBLEMS W/O MCC,HI,106,23922.22642,7750.896227
552 - MEDICAL BACK PROBLEMS W/O MCC,IA,700,15255.19,5176.915714
552 - MEDICAL BACK PROBLEMS W/O MCC,ID,129,13889.73643,5203.193798
552 - MEDICAL BACK PROBLEMS W/O MCC,IL,4548,21685.80783,5692.78672
552 - MEDICAL BACK PROBLEMS W/O MCC,IN,1605,17506.81371,5147.840498
552 - MEDICAL BACK PROBLEMS W/O MCC,KS,519,21624.70713,4998.030829
552 - MEDICAL BACK PROBLEMS W/O MCC,KY,1148,15096.65244,5301.819686
552 - MEDICAL BACK PROBLEMS W/O MCC,LA,573,18495.8726,5163.225131
552 - MEDICAL BACK PROBLEMS W/O MCC,MA,2464,13283.31047,6374.821834
552 - MEDICAL BACK PROBLEMS W/O MCC,MD,1825,7837.666849,7406.967123
552 - MEDICAL BACK PROBLEMS W/O MCC,ME,350,12819.29429,5510.268572
552 - MEDICAL BACK PROBLEMS W/O MCC,MI,2772,15894.96934,5893.101371
552 - MEDICAL BACK PROBLEMS W/O MCC,MN,1073,18009.63187,6122.152843
552 - MEDICAL BACK PROBLEMS W/O MCC,MO,1759,18644.17169,5034.116544
552 - MEDICAL BACK PROBLEMS W/O MCC,MS,608,19495.10362,5015.898026
552 - MEDICAL BACK PROBLEMS W/O MCC,MT,137,13097.05839,5330.905109
552 - MEDICAL BACK PROBLEMS W/O MCC,NC,1703,16501.90429,5832.949501
552 - MEDICAL BACK PROBLEMS W/O MCC,ND,144,11966.5,5476.340278
552 - MEDICAL BACK PROBLEMS W/O MCC,NE,426,18169.93897,5415.772301
552 - MEDICAL BACK PROBLEMS W/O MCC,NH,312,16894.70833,5529.641026
552 - MEDICAL BACK PROBLEMS W/O MCC,NJ,2673,41589.75458,6442.377104
552 - MEDICAL BACK PROBLEMS W/O MCC,NM,184,20082.80978,6047.163044
552 - MEDICAL BACK PROBLEMS W/O MCC,NV,462,31452.33117,5679.679654
552 - MEDICAL BACK PROBLEMS W/O MCC,NY,4811,23274.69819,7174.067761
552 - MEDICAL BACK PROBLEMS W/O MCC,OH,3177,17504.08373,5205.009128
552 - MEDICAL BACK PROBLEMS W/O MCC,OK,590,18838.86102,5035.784746
552 - MEDICAL BACK PROBLEMS W/O MCC,OR,266,18855.67669,6510.458647
552 - MEDICAL BACK PROBLEMS W/O MCC,PA,3611,26794.41983,5619.146774
552 - MEDICAL BACK PROBLEMS W/O MCC,RI,142,24816.08451,7163.978873
552 - MEDICAL BACK PROBLEMS W/O MCC,SC,720,22604.16528,5306.818056
552 - MEDICAL BACK PROBLEMS W/O MCC,SD,234,16554.47008,5721.038462
552 - MEDICAL BACK PROBLEMS W/O MCC,TN,1048,19934.27672,5122.182252
552 - MEDICAL BACK PROBLEMS W/O MCC,TX,3066,27706.36595,5556.654273
552 - MEDICAL BACK PROBLEMS W/O MCC,UT,192,18393.11458,5857.375
552 - MEDICAL BACK PROBLEMS W/O MCC,VA,1567,17475.91257,5447.338864
552 - MEDICAL BACK PROBLEMS W/O MCC,VT,77,13956.45454,7034.428572
552 - MEDICAL BACK PROBLEMS W/O MCC,WA,791,20814.84829,6055.017699
552 - MEDICAL BACK PROBLEMS W/O MCC,WI,1038,16500.11272,5790.797688
552 - MEDICAL BACK PROBLEMS W/O MCC,WV,552,12766.75725,5026.03442
552 - MEDICAL BACK PROBLEMS W/O MCC,WY,64,18650.40625,6399.578125
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AL,227,18395.24229,4238.132158
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AR,118,13769.1017,4061.457627
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AZ,224,20884.16964,4970.285714
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",CA,1204,37991.43106,6088.871262
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",CO,280,21692.37143,4492.103571
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",CT,307,17630.09446,5919.824104
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",DC,43,18316.2093,6093.162791
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",DE,107,11763.13084,5355.252336
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",FL,1947,21995.69081,4393.784284
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",GA,219,15127.46119,4674.292237
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",IA,174,13200.09195,4313.045977
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ID,13,16606.23077,4555.384615
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",IL,1283,19074.83009,4842.113796
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",IN,387,14018.70801,4523.077519
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",KS,161,16480.85093,4130.515528
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",KY,279,13073.73118,4352.297491
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",LA,82,16923.10976,4222.768293
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MA,1381,11257.29327,5486.293266
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MD,764,7091.160995,6697.871728
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ME,118,11391.81356,4831
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MI,845,13566.93373,5036.897041
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MN,359,15207.33705,5643.356546
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MO,413,15901.28571,4356.33414
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MS,179,15542.17319,4212.603352
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MT,17,11389,4911.941176
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NC,393,14058,5221.231552
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ND,27,11826.03703,4774.777778
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NE,115,16121.39131,4592.06087
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NH,108,16265.77778,5511.333333
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NJ,968,35022.10021,5786.908058
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NM,60,15841.03333,5632.75
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NV,113,31410.70797,4947.513274
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NY,2171,20757.06587,6412.475818
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OH,924,14838.69697,4496.811688
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OK,155,16851.03871,4341.954839
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OR,14,15595.14286,5214.642857
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",PA,1305,22815.259,4922.298851
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",RI,67,21118.55224,6488.029851
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",SC,221,22218.8009,4696.058824
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",SD,54,11822.64815,4912.425926
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",TN,396,14381.42172,4305.010101
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",TX,932,22551.53434,4696.159871
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",UT,11,14449.81818,4226.545455
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",VA,417,14267.67146,4502.309352
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",VT,22,10709.27273,6202.863637
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",WA,207,20499.37681,5365.516908
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",WI,322,14935.59006,4908.760869
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",WV,127,11302.34646,4630.094488
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",WY,18,10399.77778,6071.5
602 - CELLULITIS W MCC,AL,244,43417.06148,8909.520492
602 - CELLULITIS W MCC,AR,145,27018.73104,8515.524138
602 - CELLULITIS W MCC,AZ,231,38154.20346,10169.87446
602 - CELLULITIS W MCC,CA,1334,67231.91304,12857.9003
602 - CELLULITIS W MCC,CO,86,35073.83721,9758.372094
602 - CELLULITIS W MCC,CT,296,31445.30743,12084.0473
602 - CELLULITIS W MCC,DC,67,35992.37313,12374.29851
602 - CELLULITIS W MCC,DE,65,26029.15385,10214.38462
602 - CELLULITIS W MCC,FL,1357,43420.24392,9235.123803
602 - CELLULITIS W MCC,GA,446,28680.27803,9118.035874
602 - CELLULITIS W MCC,HI,29,49186.82759,15955.93103
602 - CELLULITIS W MCC,IA,168,26084.51786,8796.309523
602 - CELLULITIS W MCC,ID,25,17961.24,8801.12
602 - CELLULITIS W MCC,IL,1076,36058.44052,10065.10037
602 - CELLULITIS W MCC,IN,407,29758.4398,9213.022112
602 - CELLULITIS W MCC,KS,93,37727.70968,9492.516128
602 - CELLULITIS W MCC,KY,306,22658.6732,8904.46732
602 - CELLULITIS W MCC,LA,299,34634.86956,9749.494983
602 - CELLULITIS W MCC,MA,542,20256.16421,11884.23247
602 - CELLULITIS W MCC,MD,381,12325.66404,11614.50131
602 - CELLULITIS W MCC,ME,44,22617.81818,10005.36364
602 - CELLULITIS W MCC,MI,992,24719.31855,10516.72782
602 - CELLULITIS W MCC,MN,201,30468.39304,10768.19403
602 - CELLULITIS W MCC,MO,441,30604.70975,9107.108843
602 - CELLULITIS W MCC,MS,167,32545.33533,8958.700599
602 - CELLULITIS W MCC,MT,25,17612.92,9112.08
602 - CELLULITIS W MCC,NC,587,25277.523,10884.2368
602 - CELLULITIS W MCC,ND,23,17917.78261,9160.26087
602 - CELLULITIS W MCC,NE,79,35880.81013,11515.75949
602 - CELLULITIS W MCC,NH,23,20804.82609,8703.608696
602 - CELLULITIS W MCC,NJ,943,68316.79533,11105.02227
602 - CELLULITIS W MCC,NM,28,28789.92857,11243.60714
602 - CELLULITIS W MCC,NV,75,93153.86667,12605.61333
602 - CELLULITIS W MCC,NY,1389,41292.77034,13423.60043
602 - CELLULITIS W MCC,OH,691,27826.35022,9620.101302
602 - CELLULITIS W MCC,OK,122,36951.86885,9647.811475
602 - CELLULITIS W MCC,OR,65,29196.81539,11691.83077
602 - CELLULITIS W MCC,PA,823,41326.96233,9904.685298
602 - CELLULITIS W MCC,RI,49,40247.91837,11906.77551
602 - CELLULITIS W MCC,SC,196,36917.13265,9617.535714
602 - CELLULITIS W MCC,SD,31,38257.16129,10518.54839
602 - CELLULITIS W MCC,TN,380,30436.43947,8884.694737
602 - CELLULITIS W MCC,TX,1508,40242.16313,9735.149867
602 - CELLULITIS W MCC,UT,11,32034.72727,9296
602 - CELLULITIS W MCC,VA,513,29616.77388,9378.454191
